review,polarity,division
not good many days not work need different version best alexa device rs cost,0.2875,positive
not good product need return back,-0.175,negative
not good require continuous wifi connection cant connect mobile data not possible wifi connection time no battery inside also need continuous power supply,0.35,positive
not good response,-0.2692,negative
not good think iteven not work accord expectationswhenever ask order somethingalexa didnt perform even doesnt know common locations alexa doesnt know common songs singer n albums totally worthless task nd biggest issue face alexa last thing alexa doesnt satisfy expectations totally guy either improve skills take suggestionqueries nd issue lightlyit depend guysyou take note humble request joke but seriously not joke one well wisher not judge,-0.2081,negative
not good zero percent quality no sound quality nothing dont buy,-0.275,negative
not great product buy waste money,-0.3,negative
not great useful product,0.3667,positive
not happy,-0.4,negative
not happy,-0.4,negative
not happy,-0.4,negative
not happy charge nahin aaya,-0.4,negative
not happy ok,0.0962,positive
not happy ok product not catch things fast add amazon prime would work better if sink tube google along add new feature off old newanother annoy thing keep give entire description ex song movie can not put offits go not want want,0.0152,positive
not happy product,0.8,positive
not happy product local fm tune not possible youtube connectivity not possible without subscription red play music integrate device also not possible unhappy,-0.1686,negative
not happyits work limit appits not work tube search enginemany songs doesnt understand itoverall not good experience,-0.1821,negative
not inbuilt battery plug time operate worst part devicegenerally will get sound quality inbuild battery price alaxa cant use travel no inbuilt battery,-0.2,negative
not integrate audiblecom search title audiblecom hence not play anything audible,0,neutral
not interactive expect half time play totally unrelated things,-0.0889,negative
not interest voice hindi set compeleted always demand hostpot if u purchase product u keep two mobile one router u will operate way sound quality best one feedback always depend power one negative point view,0.2583,positive
not intrested no sound clarity,-0.2,negative
not like not recognise voice casesgot feel lose money if u r lucky work time able play amazon music work device,0.4167,positive
not mark,0,neutral
not mention description not run battery wont work travel unless connect plug point run power adapter return,0,neutral
not much compatible recognise voice little complicate,-0.1625,negative
not much content availablelimited song selection but recognize daughter voice also,-0.1,negative
not much efficient,-0.1,negative
not much telugu language support no telugu songs play,-0.1,negative
not much thing docan better,0.35,positive
not much usable,-0.1,negative
not much use timepass,0.2,positive
not much useful think,0.3,positive
not normal user,0.15,positive
not per expect,-0.1,negative
not play radio channel not understand skills useless dumb,-0.4375,negative
not portable require time chargingnot user friendly,0.375,positive
not portable use plug power source use could better if battery inbuilt,0.5,positive
not product expect limit automationfound google home assistant impressive alexas music quality damn good but voice control coordination overall search criteria not satisfyingreturned item,0.4257,positive
not quantity but quality music,0,neutral
not receive smart bulb along echo dot kindly check revert,0.4071,positive
not recognise message not deliver things u want,0,neutral
not recognise voice nd volume low wastage money,0,neutral
not recognize voice always difficulty plugin,0,neutral
not respond sometime cant two action wait till first action complete,0.15,positive
not respond us volume doesnt hell lot info make understand n want play us still improve many ways not advance,0.1,positive
not satisfy,-0.25,negative
not satisfy,-0.25,negative
not satisfy product,-0.25,negative
not satisfy product,-0.25,negative
not satisfy product sense voice slow not user friendly,-0.0883,negative
not satisfy result query poor output quality sound awesome,0.1875,positive
not smart,0.2143,positive
not smart speaker time will say sorry dont know will ask refer amazon page helpi will suggest google smart speaker much better alexa seem scrap alexa amazon shop tool listen customers suggest products buy,0.1845,positive
not support music sit unable recognize say,-0.5,negative
not sure earlier but friendly device awesome product will make feel busy anytime damn sure would love product if buy product every feature amazon beyond valuable worth money kind good product fantastic innovation alexa best ever product amazon will definitely definitely recommend product go worth,0.3683,positive
not sure if device general issue but speech recognition not mark device doesnt respond devices wake text need shout top voice make react not cool,0.0313,positive
not take kannada songs recognisation not worthy compare google assistant youtube songsnot take if say particular song song artist but will not show one especially kannada ppl dntbuy,0,neutral
not understand instructions properly compare earlier versions,0,neutral
not understand wordsthat say example if ask song available amazon music pick also,0.4,positive
not update improve dont like,0,neutral
not update many question answer,0.5,positive
not upto expectation,0,neutral
not upto google home,0,neutral
not upto level,0,neutral
not upto mark,0,neutral
not upto mark,0,neutral
not use,0,neutral
not useful require continue power supplyyou cant use travel like battery speakers,-0.1375,negative
not useful think useful,0.2167,positive
not user friendly frequently loose wifi connection need long procedure multiple step connect againsecondly raise complaints ask replacement amazon register complain inform pickup will do within two days but nobody come two week remove replacement request well amazon site bad experience product amazon request amazon stop product if unable provide service,-0.1937,negative
not user friendly infact many time fail understand request mainly can not recognize kannada language movie songsbut voice recognition good informations well cast need update introduce regional languages aeap,0.231,positive
not user friendly unable understand hindi film songs,0.125,positive
not well design feature but not useful,-0.15,negative
not wireless will work till adapter connect,0,neutral
not work,0,neutral
not work,0,neutral
not work,0,neutral
not work,0,neutral
not work,0,neutral
not work,0,neutral
not work month,0,neutral
not work month send complaint but still not receive may still wait call think show courtesy give call may not receive call,-0.3,negative
not work new command,0.1364,positive
not work onths,0,neutral
not work proper,0,neutral
not work properly,0,neutral
not work properly,0,neutral
not work properly,0,neutral
not work properly,0,neutral
not work properly check video support resolve,0,neutral
not work properly no help refund,0,neutral
not work properlyfacing issue connection wifi,0,neutral
not work restart every min,0,neutral
not work something irritate amazon product return product amazon put wrong address also not resolve query,-0.45,negative
not work time,0.5,positive
not work want exchange product,0,neutral
not work want return want another alexa free work,0.4,positive
not work wifi bulbs likewiprohelonixetc,0,neutral
not work without power inbuilt battery not available thats need improve,-0.2,negative
not workingcalled customer careplease replace,0,neutral
not worth cost,-0.15,negative
not worth overall extremely poor performance sales,-0.1833,negative
not worth poor deviceit can not simple tasksdo not buy,-0.1833,negative
not worth price,-0.15,negative
not worth price,-0.15,negative
not worth unable return window close,-0.25,negative
not worth useless product,-0.325,negative
not worthy money alexa doesnt know anything ask no knowledge,-0.1667,negative
not worthy wastage money performance not good amazon not cooperate return get exchange product today but usual set button uncomfortable painful press longer time sound quality pathetic music doesnt seem melodies feel like non brand local speaker usual wrist product amazon really unexpected amazon disappoint amazon team not even ready give money back,-0.2151,negative
not youtube,0,neutral
nothing,0,neutral
nothing,0,neutral
nothing,0,neutral
nothing dislike love,0.7,positive
nothing dislike love amazon,0.5,positive
nothing dislikedand like much purchase another unit gift relatives,0.4,positive
nothing exceptional average sound quality actually waste money alexa integrate limit apps amazon make china amazon intentionally hide,0.0891,positive
nothing say awesome product,1,positive
nothing say perfect,1,positive
nyc,0,neutral
nyc product,0,neutral
nyc product,0,neutral
offer go,0,neutral
ok,0.5,positive
ok,0.5,positive
ok,0.5,positive
ok,0.5,positive
ok,0.5,positive
ok,0.5,positive
ok,0.5,positive
ok,0.5,positive
ok difficult find gazal n old s songs,-0.0438,negative
ok divaise,0.5,positive
ok ok,0.5,positive
ok oki dint product much need lot tune improvement term feature intelligence not smart device,0.1976,positive
okay,0.5,positive
okbut even u ask questionsi feel dociledont talk properly due network problemswhatever but not make happy product purchase pleasure,0.2188,positive
okbut first operate process long,0.1,positive
one best,1,positive
one best class smart speaker fantastic design fabulous name alexa,0.4029,positive
one best companion life go,1,positive
one best far usage great clarity,0.6333,positive
one best gadgets keep homeamazin quality sound performance easily integration thank lot feature use good work amazon nice product would recommend device see machine learn will change future will see next years every year,0.4167,positive
one best investments digital world highly useful,0.4333,positive
one best market,1,positive
one best product amazon,1,positive
one best product purchase,1,positive
one best product purchase amazon truly amaze,0.8,positive
one best purchase recent time issue add wifi but finally able connect helpful kid get good deal great indian festival sale thank grabon timely alert,0.5157,positive
one best purchase sound quality superb inexpensive alexa remain best voice ecosystem smart home control con not google assistant level answer broad information query,0.5253,positive
one best speakers will get response improve everyday skills polish continuously dont go review negetive people bad accent blame speaker however hindi also support nowjust buy get deal get free bulb ityou spend little if want par technology since jio savan fully support therefore need not get prime membership case afraid,0.0446,positive
one buy product understand amazon will keep voice print record however use echo call outstanding feature allow one speak areas mobile signal poor congest wifi use speaker super easy,0.2167,positive
one finest smart speaker indian market nd amazon prime per year subscription give benefit music videoetc come hardware hav good sound fill one smal room echo support smart accessories thn google home nd apple homepod thats big thumb echo come software lack much feature google home ll give accurate answer follw conservation alexa properly dnt deal follow multiple question amazon music dnt collections lik spotify wynk overall good hardware poor software need improve software need plug al time not come battery option,0.2899,positive
one good device family entertainment,0.7,positive
one if best deal ever get amazon purchase watt wipro light enjoy since last daya echo device yes would highly recommend buy product search echo dot wall mount ll see rupees wall mount trust will make huge difference sound transportability plus wall if will recognise voice quicker face wall seriously guy combination two compulsory,0.3158,positive
one issue charge par hi chalta h,0,neutral
one keep know want keep every time feed alexa data remember folks also spy record voiceif get off u resetup quite tedious boredom approachit wireless,-0.5,negative
one problem ww can not stream music youtube also aome malayalm old songs not available,-0.0333,negative
one sentence tourtue say dont know thisquite many timesdespite network,0.5,positive
one thing dislike stop command broadcast station alexa doesnt stop instead say example resume say india radio news channel not need annoy,-0.3333,negative
one thing dont like not connect spotify maybe future will update hope,0,neutral
one thing like use abundancevof activities one thing dislike constantly get dusconnected every pair mobile,0,neutral
one use echo dot not get connect phone orange light light mere second problem persist since months please help if way,-0.05,negative
one will hear entire world dkind unconditional love youll get,0.1667,positive
one word super useful product must buy every home user friendly product,0.3021,positive
one worst thing buy not connection,-1,negative
one year useless use make customer fool sell box useful amazon prime u can not use hotatar sony liv ganna wynk nothing no appskill support regret buy cheap useless dumb box alexa u will headache dont know anything best google miles,0.0406,positive
ongoing issue happen wipro smart light not get pair echo devicehere case id voice search accuracy not good,0.0881,positive
op product,0,neutral
open alexa box try pair per instruction abs make alexa go pair mode press hold dot button dint respondi try best check if work but notits hard people like us afford devices send damage productwould nice if team check replace,0.3271,positive
open box not power apply replacement will update review receive replacement item,0,neutral
open seal product receive,0,neutral
order alexa echo dot sale amount really worth buy initially confuse google home but read many review compare feature finally go alexa echo dot,0.08,positive
order combo echo dot wipro light but receive echo dot box never expect amazon,0.15,positive
order device display time but one deliver not feature product good but not deliver order,0.7,positive
order due support hindi language but no option select hindi language poor amazon show fake feature sale product,-0.2238,negative
order echo dot amazon big diwali sale receive days time soon plug start flash green light without even connect wifi alexa app return product try get exchange but amazon didnt give option finally disappoint ask refund own alexa prior also get spoil really soon sell defect products sale banner,-0.0583,negative
order echo dot hop will help organize daily routines provide responses day day question especially kid later come know feature lack basic intelligence alex doesnt understand context time cant ask question link previous queryanswer many time try find song act desgned music playbox timegetting song play intent sing fav singer almost no way many case reminders voice level can not set end create routines instead many time kid ask query give foolish answer no good stories get hear unless pay another subscription prime definition give mostly wikiepedia think source truthmany time felt throw device floor nutshell dumb musical player create amazon sw team no element intelligence integrate routines routines play song one decide amazon product team ihasnt improve device new generation model,0.1326,positive
order gen but receive gen but gud love,0.5,positive
order generation but receive generation,0,neutral
order great indian sale upon start not turn factory reset unresponsive rereplacement request will review receive,0.4,positive
order product seller cloutrail open seal box amazon ok however echo dot product box double sealedthe actual horizontal seal open seller seal normal cellotape mention pic abovethe manuals inside not place properly inside box per sure open use seller charge cable adapter tangle state bind rubber wire not even inside box plastic seal not present device top interface even set reset complete installationwhy send refurbish product order new onei will make sure amazon pay,0.2169,positive
order product show web description echo dot genbut connect alexa app show echo dot gen instead geni feel like cheat,0,neutral
order two echo dot get deliver time however no device power adapter one box hope replacement will arrange soon,0,neutral
order wife gift everyone family like much worth money,0.45,positive
osam,0,neutral
ossam,0,neutral
osum product im love,0.6,positive
others,0,neutral
outstanding product perfect home use,0.75,positive
overall best,0.5,positive
overall decent buybut full benefit u hv purchase voice recognise device like fire sticksmart plug smart light etc get ome echo dot gen n one wipro smart bulb n happy wid product,0.2909,positive
overall good,0.35,positive
overall good cost use paysometimes voice recognition not accurate way listen sound really awesomestill might improve but cost worth buy,0.1714,positive
overall good device,0.35,positive
overall good device start use since days first work perfectlybut yesterday mark defect device cant stream audio continuously work interrupt voiceso sad plz suggest solve,0.1267,positive
overall good product,0.455,positive
overall good product improvements allow music play multiple bluetooth speakers n alexa time,0.175,positive
overall good product issue find need speak loud especially play songs sound echo dot loudly need speak,0.2556,positive
overall good product love sometime integration issue,0.4667,positive
overall good product skills need update,0.35,positive
overall good producti love sound quality but need improvements alexa hindi coz sometimes doesnt recognise say,0.4525,positive
overall good purchase less platforms linklike jiosaavn gaana not available india,0.0708,positive
overall good speaker sound quality really awesome use jbl say sound good jbl but alexa not polish hindi alarm reminder music play great device well alexa good smart home devicesand one thing wait sale buy,0.5414,positive
overall good voice recognition sound quality,0.3667,positive
overall great product if need speaker well voice assistant depend upon need,0.4,positive
overall like product exactly hop might facinates much make different others worth price sound clear soothe alexa good answer not voice recognition one person will listen everyone connectivity good if see yellow light blink notification light turn off device,0.3138,positive
overall nice experience promote device amazon prime membership give free year usefulness device know,0.3333,positive
overall ok ok product,0.3333,positive
overall okk good bring prime days,0.35,positive
overall product good but need improve softwareapp integration sometimes take time load alexa app integrationalso sometimes instruction not follow alexa start song default,0.4,positive
overall product good try use mic call but not possible also if want search specific song slightly difficult,0.082,positive
overall product good value moneybut need little bite improvement hindi voice recognition,0.1708,positive
overall product ok ok typecant respond many command response predefined command especially ask play songs itnot upto mark compare google home case response voice detectionbuilt quality sound quality better google homesomy month experience say not bad time not good,0.2182,positive
overall think super value money havent use smart speaker but happy purchase observations initially feel bite weird talk speaker but get use no time sound quality pretty good get good depth sound decent bass several skills available will definitely find useful example add stuff shop list set reminder understand indian accent well sometimes amaze well pick stuff kid love add advantage take help homework talk alexa also motivate talk english amit ji voice alexa but alexa sweet enough entertain,0.2274,positive
overprice not worth money,-0.15,negative
owasam quality sound,0.4,positive
package wet repacked,-0.1,negative
pair not good nd without plug not play please refund amount amount echo dot pending payment refund wipro lead rest payment refund immediately late,-0.2167,negative
par excellent fantastic output performance,0.7,positive
part digital family home default speakers connect bluetooth mobile devicesmust buy dropin feature alexa work like intercomaudible spotify mobiles,0,neutral
part life,0,neutral
partially good product but device not connect bluetoothits defect,0.3,positive
pathetic experience make several complaints but no positive response not connect wifi,-0.3712,negative
pathetic stop work hours id take service center call customer care,-0.55,negative
pathetic voice recognition make frustrate hours post delivery,-0.475,negative
pause frequently take command difficulty,0.1,positive
pay play music,0.5,positive
people complain may get faulty piece but work well,0.2,positive
people will love product amaze experience speaker write review months use alexa always think didnt buy,0.55,positive
per days automatic disconnect,0,neutral
per program product give free one plus tv but charge request return,0.2,positive
perameter ok,0.5,positive
perfect,1,positive
perfect ai start happy command perfect sound quality small room,0.59,positive
perfect bed side,1,positive
perfect but need work voice recognition,0.75,positive
perfect companion,1,positive
perfect companion,1,positive
perfect companion work home connect easily desktop watch movies,0.7167,positive
perfect gift friends family,1,positive
perfect item,1,positive
perfect product,1,positive
perfect product make home smart,0.6071,positive
perfect product no problem everyone buy,1,positive
perfect product room value money,1,positive
perfect product smart home automation,0.6071,positive
perfectly work since last months good voice recognition speaker quality good better gen option add battery,0.622,positive
performance excellent,1,positive
performance search songs not good command play another unlike songsnot need longer if problem service divice service station,-0.35,negative
performance vary satisfy almost understand every thing say best small room,0.4167,positive
personalize qna best feature menice audio quality quite helpful many things,0.4583,positive
pick accent fast son ask play dj wale babu song first time reply ok play dj vale babubut time correctly pronunced wale really quick pick microphone quite good overall good product,0.3833,positive
play certain songs doesnt let skip recognition also go bad worst yell alexa understand want tell doesnt understand say expect no support amazon eco devices bad,-0.4791,negative
play internetif law network area doesnt work fineits cant play jio savan music time,0,neutral
play music cant hear voice manually press button feel bad voice recognition improve sound quality good,0.1333,positive
play music know weather latest news set reminders etc never easier kid big alexa fan keep interact echo dot clearly easy use though bite difficult connect oneplus tv basic tv function perform but lot require next generation devices will probably advance feature,0.1848,positive
play nice music but find hard connect smart bulbs buy halonix smart bulb recognize bulb but cant control,0.1842,positive
play song alexa minutes vibrate get restart time play song get vibrate agin restart big fan alexa want use product future also j high expectations plz dont break,-0.01,negative
play songs directly via youtube need complicate procedure followand if blame phone like xaomi integrate addthen blame toofor constantly sell amazon prime apps,-0.105,negative
play songs knowledgeablemany maths que solve kid many feature,0.5,positive
please add battery,0,neutral
please add feature connect multiple device via bluetooth can not play music use bluetooth multiple echo,0,neutral
please develop amazon echo android tv not work properly good wipro smart light,0.4381,positive
please dont purchase show not eligible purchase amit ji voice due geographical restrictions,-0.125,negative
please dont waste money purchase need compulsorily wifi connection can not connect mobile hotspot also not wireless better purchase worth bluetooth speaker,0.2,positive
please incorporate upload feature echo dot upload audio file amazon cloud listen music without bluetooth dependency mobile device,0.6,positive
please make technical team understand alexa,0,neutral
please note will enjoy device will prime member amazon kyearotherwise bad days initially will enjoy voice command but not accurate limit will want control mobile but possible prime members,-0.0581,negative
please stop make customer fool provide appropriate detail detail section clarificationnot happy product,0.65,positive
plug connect device not similar use charge mobile disappointedotherwise device s good one,0.35,positive
plug plug inthen connection set problem creat eevery time,0,neutral
poli macha vere level item,0,neutral
poor,-0.4,negative
poor connectivity product show echo dot plus work lead bulb whereas echo dot receive also black colour grey colour order not able connect despite best efforts,0.0222,positive
poor finish product not expect amazon work normal not satisfy finishingthat reason star rat,0.075,positive
poor performance,-0.52,negative
poor playback frequency range if youre look bluetooth speaker audio quality not best choice alexa pc app also lack various important functionality even though pair two echo dot stereo combo doesnt work audio input bluetooth device disappoint,0.026,positive
poor product connectivity,-0.4,negative
poor product weak use product not respond seller alsoso money deadplease dont purchace product,-0.2983,negative
poor quality,-0.52,negative
poor recognition even if stay meter away not recognise voice sound quality good sometimes issue pair even if speed networkafter weeks usage see try connect device mobile use bluetooth play songz break completely vould not hear song properly nit sure purchase stupid amazon echo better would purchase google mini,0.0989,positive
poor sound,0,neutral
poor sound assessment couldnt connect second phone nor bluetooth,0,neutral
poor sound quality totally dislike ur,-0.04,negative
poor voice not recognition,-0.4,negative
poor voice recognition not understand apart key word probably lunch beta product not suitable indian songs might good us market,-0.071,negative
poor voice recognition question alexa say not sure one good thing good bass bad experiencenot performance expect,-0.04,negative
portability,0,neutral
portability goodbut not smarter siri google,0.2,positive
portability integration device good,0.7,positive
portability poor wire device doesnt work without power cord batteries option case one could call portable say feature modern quite useful,-0.0063,negative
portable device cant take anywhere us but place keep take less space voice recognition better will play song recognition voice proper come integration intelligences ai good skills good skill make best like play music youtube skill must experience good alexa,0.4593,positive
power not contactingalexa power not comingplease technision arrangemecallem,0,neutral
power port echo dot tilt right side ad insert power plug cord not possible hence please replace item,0.1429,positive
present eco dot grand daughters happy satisfy say best gift since plan buy listen old new songs well deepawali sale get smart bulb wait another sale sarita mishra,0.4929,positive
pretty good get smart bulb rs amaze deal prime day,0.4411,positive
pretty good speaker smart feature buy connect big speaker via bluetooth listen favourite songs without use mobile but sound quality sop awesome use default not connect big bluetooth speaker echo dot great bass volume,0.3571,positive
pretty goodalexa catch voice quickly anddelivers reply fastlybut sound range audible roompls amazn humble request add languages enhance quality product meet expectationsand totally worth,0.2604,positive
pretty gud love amazon do amaze job thing,0.45,positive
previously post na but im edit comment alexa isvone best partner alone home use daily since get love one thing im use original voice instead amitgshe best friend people stay alone limit friend circle,0.3921,positive
price,0,neutral
price good,0.7,positive
price great product,0.8,positive
price high similar product available low price,0.14,positive
price range wonderful productsound quality greatinbuilt mic wonderful quite place but noisy environments songs run echo not able hear voice command not responsive amazon need work,0.4125,positive
prime member amazon necessary otherwise product unable play music popular songs sound quality ok instructions hard follow eg alexa give us applause,0.1181,positive
problem cant play without current,0,neutral
problem differentiation background voice run music sound must update no clear reply many question like google home sound quality better google home,0.3917,positive
problem sound output alexa echo dot anyone refer service centre chennai,0.4,positive
problem time connectivity but connect get auto connect sound quality could good great sound but bass not mark u give rubber base doesnt vibrate much alexa hear recognise voice easily friendly n hindi enable lot things u try joke news music easy listenjust say alexai satisfy producti get wipro bulb offer,0.3376,positive
process connect long always put charge also doesnt connect mobile useless,-0.2825,negative
prodect miss,-0.2,negative
produce not useful say play music start latest sad songs,-0.05,negative
product also amazon lovely love product,0.575,positive
product amaazing thing search google well wider search,0,neutral
product amaze pack good,0.65,positive
product amaze pack well also adapter inside sound quality product nice clear,0.416,positive
product amaze work perfectly bite tricky but no fun technology dull would recommend,0.2896,positive
product amaze worth itpls check,0.45,positive
product amaze write review one month use love sound qualityand skills,0.5,positive
product awesome but also support youtube,1,positive
product awesome but no battery bite no satisfy otherwise sound excellent alexa great job,0.575,positive
product awesome recognize song want hear play immediately vast library voice recognition great hear u distance even songs play love,0.6,positive
product awesome sound quality also awesome,0.8,positive
product awesome technology,1,positive
product awsome get ubelivable price best deal ever,1,positive
product best super fast delivery receive within hours time place order,0.5111,positive
product build quality good however voice quality third class unable recognize word,0.0667,positive
product cant much play songs fail tell distance mean song search awafull fail search article internet skills dont work excite buy alexa see advertisement internet but really disappoint receive,-0.1975,negative
product compact but still sound soo much good best thing itselfif think speaker good sound room want smart functionalities go alexa really awesome consider buy smart bulb purchase alexa,0.6041,positive
product difficult set interface bad not lucid ai isnt great operation function echo dot limit echo dot software lot glitches isnt docilethis product not worth money pay,-0.2006,negative
product echo dot gen must good but fail download alexa app mobilei use three moble number mention but unfortunately dont remember number use purchase echo dot help download alexa app kiran shanker,-0.1,negative
product excellent ai system great ever try but one request alexa team kindly work volume alexa face trouble respond overall best se bhi uppar,0.525,positive
product expect bang time value money,-0.1,negative
product fabulous live tech world important get ourselfs update but device take next level kudos developer hope work soon project,0.2667,positive
product friendly will get know update buy great indian festival price low,0.3917,positive
product full paisa vasul product sound quality intelligency look pretty,0.3583,positive
product generation not see demand pay generation but delivery generation return product but no doubt generation good,0.7,positive
product get use onevery disappoint,-0.75,negative
product good,0.91,positive
product good alexa become even greater,0.6,positive
product good amaze sound quality respect size useful if stable wifi connection,0.5,positive
product good bt small,0.225,positive
product good but biggest disadvantage not bluetooth speaker also can not control mobile think every time give command every time song can not play playlist alexa doesnt understand every command sound good if look speaker one worst options,0.2,positive
product good but cash back not receive,0.35,positive
product good but face glitches lag,0.7,positive
product good but feel need improvement start device,0.7,positive
product good but if perforate box give would good could ensure no dust entry operate perforations sound not problem also box provision insert plugin way could keep place no dust entrymay futureregards,0.6,positive
product good but main drawback doesnt inbuilt battery can not use speaker travellingif product feature would give battery backup make call everyone doesnt matter person alexa aux connectivity,0.2472,positive
product good but many time stop work sudden restart reset set start work if continue will like replace,0.4,positive
product good but months year warranty expire stop work suddenly not even show power sign blink no idea get repair option tradein please let know,0.125,positive
product good but no bettery no internet dummyalexa input better one,0.6,positive
product good but not long last,0.2417,positive
product good but not much u right news music n light operations tat allsmart home long way come,0.2891,positive
product good but not useful,0.275,positive
product good but play music phone,0.7,positive
product good but price quite tricky purchase father day special offer next day put father day special price higher normal,0.3024,positive
product good but sound quality little bite disappointedgo gen alexadesign goodsound quality not nice but okok,0.2183,positive
product good but time not able recognize im try say,0.225,positive
product good but time voice recognition slow work sound quality good,0.375,positive
product good compatible almost anythingi connect bedroom moodlighting wth alexa turn onoff change colorsand control many devices audio quality really good,0.4962,positive
product good doubt customer care help big way kudos,0.35,positive
product good easy carry best option diwali gift easy carry transportation,0.6417,positive
product good look not work properly one month use,0.2333,positive
product good overall but max volume less expect not loud even max vol play softly,0.1056,positive
product good use month felt bad go generation feature miss suggestion add micro sd feature listen download songs also feature good work well happy product,0.1833,positive
product good value money buy best product love,0.8033,positive
product good value money sense happy recommend speakers could consider use alexa speaker music computer match computer,0.75,positive
product goodbut bulb didnt get deliver meits awfuli already speak agentshe say ill replacement send bulbbut,-0.25,negative
product goodsound quality soft buy two play synchronise amaze feel like one play two different anglealexa assistance good read book kindle play book audible aur suno audible audio command worthy price but suggest buy sell will get good discount,0.4056,positive
product great but issuethe audio get bite distort would great if could fix problem provide replacement,0.8,positive
product great nice sound put loud one thing need amazon prime member use alexa without will not work,0.38,positive
product great price buy work well sound defection quality good issue sometimes wont recognize command doesnt good bass compare google home mini but price range go go,0.4083,positive
product intermittent issue connect phone play videos sound speak amazon tech support go ahead raise replacement troubleshoot pick device though no replacement update nothing app indicate product pick replacement sentmoreover device dont connectivity zoom app call india though feature available countries echo connect featurehope will send replacement,0.225,positive
product know awesome would like give rat delivery order door step morning last minute gift idea bang time,0.5,positive
product like much but one things disappoint power option if alternative power option ie usb battery carry anywhere,0.43,positive
product look sturdy but irretates cant understand command especially not fulfill requirements listen old musicsound quality goodstruggling connect bluetooth but yet not successful mean integration quite difficult result no connectivity bluetooth,-0.1938,negative
product malfunction lot give command something else sometimes doesnt even respond anything really dissapointed,0.2,positive
product nice but dont know sound seem muddy listen another eco dot bring friend test sound piece give definitely issue sound,0.3,positive
product nice but ever ask something say sorry dont know sorry muche yeh nahi pata friends make fun day google better alexa,0.0458,positive
product nice but require improvement command,0.55,positive
product nice give new technology grind world excellent productwhen open plastic packet eco dot box get open attention pay package,0.5591,positive
product nice work well,0.6,positive
product not bad bt ur service not goodi buy alexa bt blink light not workingwant replace but no option replace itwhat give sollution,0.25,positive
product not connect energy consume,0.2,positive
product not courier fire stick wipro bulp receive insted echo dot receive un order ladies hand bag,0,neutral
product not good,-0.35,negative
product not good compare google mini no much sing collection amazon musicthe listen time less time will start search complete sentence,-0.0417,negative
product not inside box mean dont alexa yet,0,neutral
product not suitable android mobiles good smart gaskets home,0.1598,positive
product not work,0,neutral
product not work minutesit will turn off automatically minutes,0.5,positive
product not work plz favour,0,neutral
product not work properly time replacement request replace one also not work therefore return not good experience,-0.175,negative
product perfect expect like,0.5,positive
product perfect wonderful but personally didnt like one thing doesnt battery backup expect wireless portable,0.6667,positive
product pretty good word awesome use daily stream songs weather forecast easy install easy access bluetootheven kid use access rhyme thank amazonbut come delivery bad recently order two units receive one one not deliver till customer care say products damage condition reason not deliveredvery unworthy reason amazon big repute company though gift friend oct bday but people disappoint,0.1013,positive
product promise thank amazon timely delivery,0,neutral
product purchase play well child extremely happy but since days alexa play everything incomplete songs get cut news stop dont know whats wrong defective piece keep offer period trust amazon offer anymore,0.15,positive
product quality good every thing good but problem no batteryi hope next edition provide battery,0.35,positive
product really cool if want start home automation journey sometimes alexa unable recognize voice command need repeat couple time alexa integrations skills doesnt work properly,0.0875,positive
product really good dont judge sound quality size heavily boost bass make us go crazy song voice recognition great even noisy condition one thing lack portability need power source connect socket time but price point real good bluetooth speakers hence if amazon could come wireless echo speaker would really good also buy wipro bulb combo ajd integrate echo dot awesome change brightness colour preset modes jist voice but require bulb echo dot connect network time,0.365,positive
product really good happy,0.855,positive
product really good lesser skills alexa improve quality innovations alexa skills sound awesome setup take bite time expect even good internet connectivity unnecessary notifications cant handle multiple task,0.3,positive
product really good lot feautres but miss additional feature google also lack quality search result,0.25,positive
product really good work fine per expectationthough proble get hardware proble case due fluctuation power speaker device get damage send repair but india cant open device repair hece offer buy refurbish decice months warranty hence like almost pay new device month warranty rather months month refurbish device if device get fault hence vecious cycle buy refurbish item new device will continue no option repair india hence dependency item will invite unavoidable vecious circle,0.2663,positive
product really goodam extremely happy producti would recommend others purchase,0.5,positive
product really goodthe appearance aristocraticexcept songs news nothing dobass not great overall,0.3333,positive
product realy good easy use worth money best friend,0.6083,positive
product require amazon prime membership cost rs year cheat not mention anywhere time purchase,0,neutral
product respond well command also good audio output device,0.7,positive
product run connect electric supply no batteries not comferrtable remote areas,-0.05,negative
product see alex technical issue warranty period replace new one,0.0682,positive
product somewhat good also bad also communicate alexa connect plug timeanother bad fact use wifi workbut clearer better soundyou not ask alexa study reply high standard mannerbut overall help character,-0.0057,negative
product stop function within one month purchase would like return item get replacement,0,neutral
product stun amazon great job make smart speaker affordable festive season quality superb sound quality like home theatremic quality excellent catch voice form far distance lovely productand one thing say alexa shes friendly smart give answer funny way whether ask question hindi love product,0.5032,positive
product suberb rate pay but also capable work even without internet not possible,0.1,positive
product super useful wont regret buy,0.3167,positive
product superb,1,positive
product tell something wrong sometimes,-0.5,negative
product u think song say alexa actually play exact song accuracysound quality awesome small size powerpack romantic slow songs music lovable although if u like badhash hip hop music u use additonal speaker connect itmics quite sensitive take order room high volume u need yell still not but concern thoughproduct build quality excellentjust amaze product u will sure love itday still explore kid love interact ask almost anything excite,0.2207,positive
product useful education entertainment realise us someone nice product rat,0.495,positive
product voice control wasnt good voice control get stucked sometimes play wrong songs,0.1,positive
product voice recognition sound quality simply great,0.6,positive
